"icd_code","icd_version","long_title"
"V667",10,"Person on outside of heavy transport vehicle injured in collision with other nonmotor vehicle in traffic accident"
"79902",9,"Hypoxemia"
"34982",9,"Toxic encephalopathy"
"2875",9,"Thrombocytopenia, unspecified"
"27800",9,"Obesity, unspecified"
"70400",9,"Alopecia, unspecified"
"V8541",9,"Body Mass Index 40.0-44.9, adult"
"2859",9,"Anemia, unspecified"
"1985",9,"Secondary malignant neoplasm of bone and bone marrow"
"Z8673",10,"Personal history of transient ischemic attack (TIA), and cerebral infarction without residual deficits"
"C6292",10,"Malignant neoplasm of left testis, unspecified whether descended or undescended"
"Z955",10,"Presence of coronary angioplasty implant and graft"
"D6481",10,"Anemia due to antineoplastic chemotherapy"
"M7989",10,"Other specified soft tissue disorders"
"G8929",10,"Other chronic pain"
"F329",10,"Major depressive disorder, single episode, unspecified"
"H409",10,"Unspecified glaucoma"
"Z950",10,"Presence of cardiac pacemaker"
"Z6834",10,"Body mass index (BMI) 34.0-34.9, adult"
"I10",10,"Essential (primary) hypertension"
"E039",10,"Hypothyroidism, unspecified"
"R002",10,"Palpitations"
"C9110",10,"Chronic lymphocytic leukemia of B-cell type not having achieved remission"
"E785",10,"Hyperlipidemia, unspecified"
"B348",10,"Other viral infections of unspecified site"
"I2510",10,"Atherosclerotic heart disease of native coronary artery without angina pectoris"
"E1136",10,"Type 2 diabetes mellitus with diabetic cataract"
"F419",10,"Anxiety disorder, unspecified"
"Z9884",10,"Bariatric surgery status"
"E669",10,"Obesity, unspecified"
"E871",10,"Hypo-osmolality and hyponatremia"
"Z794",10,"Long term (current) use of insulin"
"Z7901",10,"Long term (current) use of anticoagulants"
"E1165",10,"Type 2 diabetes mellitus with hyperglycemia"
"E785",10,"Hyperlipidemia, unspecified"
"E119",10,"Type 2 diabetes mellitus without complications"
"E875",10,"Hyperkalemia"
"I110",10,"Hypertensive heart disease with heart failure"
"I480",10,"Paroxysmal atrial fibrillation"
"I2510",10,"Atherosclerotic heart disease of native coronary artery without angina pectoris"
"E669",10,"Obesity, unspecified"
"Z955",10,"Presence of coronary angioplasty implant and graft"
"G4733",10,"Obstructive sleep apnea (adult) (pediatric)"
"Z6837",10,"Body mass index (BMI) 37.0-37.9, adult"
"Z794",10,"Long term (current) use of insulin"
"F259",10,"Schizoaffective disorder, unspecified"
"C9110",10,"Chronic lymphocytic leukemia of B-cell type not having achieved remission"
"I319",10,"Disease of pericardium, unspecified"
"E039",10,"Hypothyroidism, unspecified"
"E871",10,"Hypo-osmolality and hyponatremia"
"I5032",10,"Chronic diastolic (congestive) heart failure"
"I4892",10,"Unspecified atrial flutter"
"I5032",10,"Chronic diastolic (congestive) heart failure"
"Z6836",10,"Body mass index (BMI) 36.0-36.9, adult"
"C9110",10,"Chronic lymphocytic leukemia of B-cell type not having achieved remission"
"E785",10,"Hyperlipidemia, unspecified"
"Z7901",10,"Long term (current) use of anticoagulants"
"E861",10,"Hypovolemia"
"E119",10,"Type 2 diabetes mellitus without complications"
"Z794",10,"Long term (current) use of insulin"
"I4891",10,"Unspecified atrial fibrillation"
"G8929",10,"Other chronic pain"
"G4733",10,"Obstructive sleep apnea (adult) (pediatric)"
"I110",10,"Hypertensive heart disease with heart failure"
"Z955",10,"Presence of coronary angioplasty implant and graft"
"I2510",10,"Atherosclerotic heart disease of native coronary artery without angina pectoris"
"E669",10,"Obesity, unspecified"
"J208",10,"Acute bronchitis due to other specified organisms"
"E222",10,"Syndrome of inappropriate secretion of antidiuretic hormone"
"N179",10,"Acute kidney failure, unspecified"
"I69398",10,"Other sequelae of cerebral infarction"
"R339",10,"Retention of urine, unspecified"
"B3749",10,"Other urogenital candidiasis"
"I480",10,"Paroxysmal atrial fibrillation"
"F259",10,"Schizoaffective disorder, unspecified"
"E039",10,"Hypothyroidism, unspecified"
"D630",10,"Anemia in neoplastic disease"
"N179",10,"Acute kidney failure, unspecified"
"E1121",10,"Type 2 diabetes mellitus with diabetic nephropathy"
"E861",10,"Hypovolemia"
"C6212",10,"Malignant neoplasm of descended left testis"
"I480",10,"Paroxysmal atrial fibrillation"
"I2510",10,"Atherosclerotic heart disease of native coronary artery without angina pectoris"
"F449",10,"Dissociative and conversion disorder, unspecified"
"E039",10,"Hypothyroidism, unspecified"
"T501X5A",10,"Adverse effect of loop [high-ceiling] diuretics, initial encounter"
"T451X5A",10,"Adverse effect of antineoplastic and immunosuppressive drugs, initial encounter"
"I110",10,"Hypertensive heart disease with heart failure"
"Z7902",10,"Long term (current) use of antithrombotics/antiplatelets"
"Z955",10,"Presence of coronary angioplasty implant and graft"
"E1136",10,"Type 2 diabetes mellitus with diabetic cataract"
"E6601",10,"Morbid (severe) obesity due to excess calories"
"F329",10,"Major depressive disorder, single episode, unspecified"
"G8929",10,"Other chronic pain"
"C9110",10,"Chronic lymphocytic leukemia of B-cell type not having achieved remission"
"F419",10,"Anxiety disorder, unspecified"
"Y92009",10,"Unspecified place in unspecified non-institutional (private) residence as the place of occurrence of the external cause"
"Z6834",10,"Body mass index (BMI) 34.0-34.9, adult"
"I5032",10,"Chronic diastolic (congestive) heart failure"
"Z8673",10,"Personal history of transient ischemic attack (TIA), and cerebral infarction without residual deficits"
"Z9884",10,"Bariatric surgery status"
"E785",10,"Hyperlipidemia, unspecified"
"Z794",10,"Long term (current) use of insulin"
"E119",10,"Type 2 diabetes mellitus without complications"
"Z950",10,"Presence of cardiac pacemaker"
"E785",10,"Hyperlipidemia, unspecified"
"R079",10,"Chest pain, unspecified"
"Z9049",10,"Acquired absence of other specified parts of digestive tract"
"I272",10,"Other secondary pulmonary hypertension"
"E780",10,"Pure hypercholesterolemia"
"C9110",10,"Chronic lymphocytic leukemia of B-cell type not having achieved remission"
"R001",10,"Bradycardia, unspecified"
"Z8673",10,"Personal history of transient ischemic attack (TIA), and cerebral infarction without residual deficits"
"Z950",10,"Presence of cardiac pacemaker"
"I10",10,"Essential (primary) hypertension"
"E1165",10,"Type 2 diabetes mellitus with hyperglycemia"
"E039",10,"Hypothyroidism, unspecified"
"G4733",10,"Obstructive sleep apnea (adult) (pediatric)"
"M19019",10,"Primary osteoarthritis, unspecified shoulder"
"Z7902",10,"Long term (current) use of antithrombotics/antiplatelets"
"F323",10,"Major depressive disorder, single episode, severe with psychotic features"
"C9111",10,"Chronic lymphocytic leukemia of B-cell type in remission"
"T383X1A",10,"Poisoning by insulin and oral hypoglycemic [antidiabetic] drugs, accidental (unintentional), initial encounter"
"M109",10,"Gout, unspecified"
"Z794",10,"Long term (current) use of insulin"
"Y929",10,"Unspecified place or not applicable"
"E6601",10,"Morbid (severe) obesity due to excess calories"
"I480",10,"Paroxysmal atrial fibrillation"
"Z7902",10,"Long term (current) use of antithrombotics/antiplatelets"
"C9110",10,"Chronic lymphocytic leukemia of B-cell type not having achieved remission"
"R410",10,"Disorientation, unspecified"
"M533",10,"Sacrococcygeal disorders, not elsewhere classified"
"E119",10,"Type 2 diabetes mellitus without complications"
"Z794",10,"Long term (current) use of insulin"
"M25512",10,"Pain in left shoulder"
"R51",10,"Headache"
"E785",10,"Hyperlipidemia, unspecified"
"Z8673",10,"Personal history of transient ischemic attack (TIA), and cerebral infarction without residual deficits"
"I509",10,"Heart failure, unspecified"
"I110",10,"Hypertensive heart disease with heart failure"
"I4891",10,"Unspecified atrial fibrillation"
"Z950",10,"Presence of cardiac pacemaker"
"C6292",10,"Malignant neoplasm of left testis, unspecified whether descended or undescended"
"I2510",10,"Atherosclerotic heart disease of native coronary artery without angina pectoris"
"R0789",10,"Other chest pain"
"Z7902",10,"Long term (current) use of antithrombotics/antiplatelets"
"C9110",10,"Chronic lymphocytic leukemia of B-cell type not having achieved remission"
"Z950",10,"Presence of cardiac pacemaker"
"E119",10,"Type 2 diabetes mellitus without complications"
"Z8673",10,"Personal history of transient ischemic attack (TIA), and cerebral infarction without residual deficits"
"F419",10,"Anxiety disorder, unspecified"
"I252",10,"Old myocardial infarction"
"I4891",10,"Unspecified atrial fibrillation"
"I10",10,"Essential (primary) hypertension"
"Z955",10,"Presence of coronary angioplasty implant and graft"
"H409",10,"Unspecified glaucoma"
"Z794",10,"Long term (current) use of insulin"
"K219",10,"Gastro-esophageal reflux disease without esophagitis"
"R569",10,"Unspecified convulsions"
"E785",10,"Hyperlipidemia, unspecified"
"E039",10,"Hypothyroidism, unspecified"
"Z794",10,"Long term (current) use of insulin"
"E1142",10,"Type 2 diabetes mellitus with diabetic polyneuropathy"
"Z8547",10,"Personal history of malignant neoplasm of testis"
"R61",10,"Generalized hyperhidrosis"
"F419",10,"Anxiety disorder, unspecified"
"I10",10,"Essential (primary) hypertension"
"Z7902",10,"Long term (current) use of antithrombotics/antiplatelets"
"E6601",10,"Morbid (severe) obesity due to excess calories"
"E785",10,"Hyperlipidemia, unspecified"
"R638",10,"Other symptoms and signs concerning food and fluid intake"
"F323",10,"Major depressive disorder, single episode, severe with psychotic features"
"Z950",10,"Presence of cardiac pacemaker"
"Z8673",10,"Personal history of transient ischemic attack (TIA), and cerebral infarction without residual deficits"
"R1013",10,"Epigastric pain"
"E039",10,"Hypothyroidism, unspecified"
"Z8719",10,"Personal history of other diseases of the digestive system"
"R748",10,"Abnormal levels of other serum enzymes"
"G4733",10,"Obstructive sleep apnea (adult) (pediatric)"
"Z6835",10,"Body mass index (BMI) 35.0-35.9, adult"
"C9110",10,"Chronic lymphocytic leukemia of B-cell type not having achieved remission"
"E1165",10,"Type 2 diabetes mellitus with hyperglycemia"
"I309",10,"Acute pericarditis, unspecified"
"Z6836",10,"Body mass index (BMI) 36.0-36.9, adult"
"Z7984",10,"Long term (current) use of oral hypoglycemic drugs"
"E039",10,"Hypothyroidism, unspecified"
"G4700",10,"Insomnia, unspecified"
"C9110",10,"Chronic lymphocytic leukemia of B-cell type not having achieved remission"
"E1142",10,"Type 2 diabetes mellitus with diabetic polyneuropathy"
"E785",10,"Hyperlipidemia, unspecified"
"F419",10,"Anxiety disorder, unspecified"
"E871",10,"Hypo-osmolality and hyponatremia"
"E860",10,"Dehydration"
"E669",10,"Obesity, unspecified"
"I10",10,"Essential (primary) hypertension"
"F329",10,"Major depressive disorder, single episode, unspecified"
"G4733",10,"Obstructive sleep apnea (adult) (pediatric)"
"Z955",10,"Presence of coronary angioplasty implant and graft"
"I480",10,"Paroxysmal atrial fibrillation"
"Z9884",10,"Bariatric surgery status"
"I2510",10,"Atherosclerotic heart disease of native coronary artery without angina pectoris"
"Z7901",10,"Long term (current) use of anticoagulants"
"G8929",10,"Other chronic pain"
"N179",10,"Acute kidney failure, unspecified"
"Z6837",10,"Body mass index (BMI) 37.0-37.9, adult"
"F09",10,"Unspecified mental disorder due to known physiological condition"
"H409",10,"Unspecified glaucoma"
"R740",10,"Nonspecific elevation of levels of transaminase and lactic acid dehydrogenase [LDH]"
"F325",10,"Major depressive disorder, single episode, in full remission"
"I69344",10,"Monoplegia of lower limb following cerebral infarction affecting left non-dominant side"
"Z794",10,"Long term (current) use of insulin"
"Z955",10,"Presence of coronary angioplasty implant and graft"
"I495",10,"Sick sinus syndrome"
"E669",10,"Obesity, unspecified"
"Z9884",10,"Bariatric surgery status"
"F447",10,"Conversion disorder with mixed symptom presentation"
"Z8547",10,"Personal history of malignant neoplasm of testis"
"Z45018",10,"Encounter for adjustment and management of other part of cardiac pacemaker"
"L299",10,"Pruritus, unspecified"
"F419",10,"Anxiety disorder, unspecified"
"E785",10,"Hyperlipidemia, unspecified"
"G4733",10,"Obstructive sleep apnea (adult) (pediatric)"
"C9110",10,"Chronic lymphocytic leukemia of B-cell type not having achieved remission"
"I2510",10,"Atherosclerotic heart disease of native coronary artery without angina pectoris"
"H53462",10,"Homonymous bilateral field defects, left side"
"I10",10,"Essential (primary) hypertension"
"E11649",10,"Type 2 diabetes mellitus with hypoglycemia without coma"
"H8110",10,"Benign paroxysmal vertigo, unspecified ear"
"D649",10,"Anemia, unspecified"
"E039",10,"Hypothyroidism, unspecified"
"G4700",10,"Insomnia, unspecified"
"G8929",10,"Other chronic pain"
"E1142",10,"Type 2 diabetes mellitus with diabetic polyneuropathy"
"R2240",10,"Localized swelling, mass and lump, unspecified lower limb"
"Z955",10,"Presence of coronary angioplasty implant and graft"
"Z7901",10,"Long term (current) use of anticoagulants"
"M7989",10,"Other specified soft tissue disorders"
"F259",10,"Schizoaffective disorder, unspecified"
"I5023",10,"Acute on chronic systolic (congestive) heart failure"
"E875",10,"Hyperkalemia"
"R509",10,"Fever, unspecified"
"G8929",10,"Other chronic pain"
"I2510",10,"Atherosclerotic heart disease of native coronary artery without angina pectoris"
"Z45018",10,"Encounter for adjustment and management of other part of cardiac pacemaker"
"C9110",10,"Chronic lymphocytic leukemia of B-cell type not having achieved remission"
"N179",10,"Acute kidney failure, unspecified"
"D630",10,"Anemia in neoplastic disease"
"I110",10,"Hypertensive heart disease with heart failure"
"F05",10,"Delirium due to known physiological condition"
"C6290",10,"Malignant neoplasm of unspecified testis, unspecified whether descended or undescended"
"E222",10,"Syndrome of inappropriate secretion of antidiuretic hormone"
"I493",10,"Ventricular premature depolarization"
